clue_id,clue_word_frequency,duration,clue_latency,clue_number_latency,speech_rate,speech_ratio,articulation_rate,pause_count,pause_mean,pause_max,pause_before_clue,pause_mid_speech,filler_count,repetition_count,disfluency,verbal_hesitation_count,meta_comment_presence,pitch_mean,pitch_std,pitch_slope,pitch_rise_end,pitch_range,pitch_p25,pitch_p75,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,energy_mean,energy_std,energy_range,energy_p25,energy_p75,jitter,shimmer,hnr,participant_id,clue_word_frequency_dev,duration_dev,clue_latency_dev,clue_number_latency_dev,speech_rate_dev,speech_ratio_dev,articulation_rate_dev,pause_count_dev,pause_mean_dev,pause_max_dev,pause_before_clue_dev,pause_mid_speech_dev,filler_count_dev,repetition_count_dev,disfluency_dev,verbal_hesitation_count_dev,meta_comment_presence_dev,pitch_mean_dev,pitch_std_dev,pitch_slope_dev,pitch_rise_end_dev,pitch_range_dev,pitch_p25_dev,pitch_p75_dev,mfcc_1_mean_dev,mfcc_1_std_dev,mfcc_2_mean_dev,mfcc_2_std_dev,mfcc_3_mean_dev,mfcc_3_std_dev,mfcc_4_mean_dev,mfcc_4_std_dev,mfcc_5_mean_dev,mfcc_5_std_dev,mfcc_6_mean_dev,mfcc_6_std_dev,mfcc_7_mean_dev,mfcc_7_std_dev,mfcc_8_mean_dev,mfcc_8_std_dev,mfcc_9_mean_dev,mfcc_9_std_dev,mfcc_10_mean_dev,mfcc_10_std_dev,mfcc_11_mean_dev,mfcc_11_std_dev,mfcc_12_mean_dev,mfcc_12_std_dev,mfcc_13_mean_dev,mfcc_13_std_dev,energy_mean_dev,energy_std_dev,energy_range_dev,energy_p25_dev,energy_p75_dev,jitter_dev,shimmer_dev,hnr_dev,confidence_level,difficulty_level
1,0.7586865431777834,0.3782220808430595,1.4834955269917558,-0.7462823127170373,-0.10663515523688159,-0.20330871543180437,-0.246380985226274,1.287503833272905,-0.3533978175918786,-0.29643318738037583,2.1408720964441885,0.5874504568180079,0.0,0.0,1.2859110424018534,2.3764444280235226,0.6272934464287601,0.1312643545950832,0.3840604241120647,0.5768255471523723,0.4691493609215058,1.694177849497236,-0.34165132336918025,-0.04045585727384195,-0.512645990109749,0.14831758140402532,-0.48520265320326306,0.917436984307103,-0.38867052605477714,-0.04154448609432889,-0.4802001488491944,-0.04518363136520687,-0.7068872814822877,0.6464374287462521,-0.5452138437994792,0.2757821119916741,0.07823617354829215,0.15161890033312186,0.26823913873619853,-0.04766409161877774,-0.4170449506406845,-0.3996019561776787,0.0875638819603119,-0.40764333394673086,0.5685178177905776,-0.43036033355152564,0.22387610471595354,0.5135553931907204,-0.2031950529524937,0.45254816023845473,-0.3342606841993288,0.47686153035239665,0.5110010671179841,-0.6145920698305585,-0.04391980702277704,-0.8778062296907007,0.7590707981665591,0.6739085333105748,2,0.8700000000000001,8.079114583333332,14.935,-0.4716666666666669,-0.059549294560869215,-0.051401642674595016,-0.3892472755597258,22.833333333333336,-0.09990219393179917,-0.6449999999999998,0.8333333333333334,1.3333333333333333,0.0,0.0,0.09706128636995959,4.583333333333333,0.19272486772486774,1.7957894145316544,4.983179704006211,11.763167749693306,13.076937765593561,151.81339483550286,-1.693019048700151,-1.1163350727218244,-22.344752500000027,6.556744999999978,-11.519240833333335,5.175385000000006,-3.446503950000001,-0.17784033333333404,-4.829799025,-0.18006920833333417,-3.1567746533333336,2.2947067583333336,-2.653696612,0.72498445,0.25658729999999996,0.49621425833333355,0.6219882825,-0.12844169999999977,-1.2958943620833334,-0.8726163250000001,0.269757475,-0.8934340333333335,1.3307435541666663,-0.860033875000001,0.601854715,0.7401348333333324,-0.4656745925000001,0.7603462083333339,-0.003939335166666669,0.0044632011666666666,0.096480085,-0.001506170225,-0.001960535499999992,-0.0040791089038706985,0.015694123963990406,1.6444062346217034,medium,low
2,-2.2847801645124046,-0.5430930551430869,-0.46337506752035784,0.13976311863605315,-0.7201943527446562,-1.0681989282994313,0.050852400502766335,-0.46049407175454254,0.665543911502099,0.21370764671608491,-0.42817441928883765,-0.73431307102251,0.0,0.0,1.385858634523672,-0.7345373686618162,-0.6746525947521393,0.5969296294161627,-0.2875146841742096,0.690136629549645,-0.6752643859107755,-0.7020732488200884,1.3955684415867788,0.19648635005912748,-1.59165374750484,0.1764773020523695,-1.1855406996923057,-0.43039838862107105,-0.47518550880579075,-0.16156166541335526,-0.750350319837748,-0.37439602290678325,-0.4719836705394264,-0.2733070470512199,-0.3846561909659197,-0.5442918078260754,0.09374093575657509,-1.098372552193575,0.11605372895878907,-1.2587740746974687,-0.27168949089845174,-1.0429872614087947,-0.019722515912204537,0.20439973284356344,0.05334393562332926,-0.44437426564376703,-0.199146319372311,-0.6324625615390054,0.06986277143330111,0.1835642984832368,-0.7635867965534079,0.6277878660969455,-0.34970765234616463,-0.6145920698305585,-0.9292461233518651,1.0534971829307722,1.899700696531515,-1.2150637431885958,2,-2.62,-11.600885416666667,-4.665,0.0883333333333336,-0.4021850538632953,-0.27006800717429286,0.0803396347051506,-8.166666666666666,0.18814291885015583,0.46499999999999986,-0.16666666666666666,-1.6666666666666667,0.0,0.0,0.104605386654536,-1.4166666666666667,-0.20727513227513228,8.166420450034352,-3.730499808963966,14.073913653231354,-18.822130190121676,-62.91200381246763,6.915600185801409,5.421825630770314,-69.37557250000003,7.80161499999997,-28.14603083333333,-2.427934999999998,-4.213668450000001,-0.6916003333333336,-7.5469390249999995,-1.4920712083333338,-2.107756253333333,-0.9701782416666678,-1.8722210419999998,-1.430850949999999,0.3074374999999999,-3.594724141666667,0.2691033825,-3.3920521,-0.8442276520833334,-2.2775857250000007,-0.0607590250000003,0.4479839666666656,0.12486345416666644,-0.8880393750000009,-0.535372685,-0.9115035666666671,0.16010880750000012,0.3084145083333336,-0.008999037166666668,0.0058758011666666665,-0.06602691499999996,-0.001506170225,-0.04148060149999999,0.004895533426106803,0.03927715082421411,-2.964880686324971,high,low
3,0.9941409876122674,-0.8636807609984289,-0.8388429678905512,1.4688312656656868,2.448223344078684,0.4419782388940964,1.6949245653165204,-0.7988162469211453,-1.4872397886510342,-1.0133878731375643,-0.42817441928883765,-0.73431307102251,0.0,0.0,0.04243456467051283,-0.7345373686618162,-0.6746525947521393,-0.3241147440441933,-1.3302659332779576,-1.1700817131666226,0.11465678084291195,-1.450950529069469,1.0061287686179428,-0.3028282450523169,1.1872835408699214,1.760213949377254,0.5211097771453298,-0.05658933076986221,-0.19751329924521627,-1.1239776883474535,-0.22994520954376824,-1.3132179997838862,0.8176790019224084,-1.2098781153277736,0.029595509180574395,-0.8375073559288663,-0.1690358202211274,-1.2107615229093398,-0.714790047303984,-0.6931609445220652,-1.5584624109357315,-0.3973394802554099,-1.754561875454394,-0.10424605854048132,-2.3107502272471985,-0.18042295181182527,-1.197424721785196,-0.20847047843382374,-1.064161095453707,0.17073932856780666,2.0968175547801415,-2.601546164489535,-1.518996286744688,-0.6145920698305585,1.697957662624112,0.2848166177493942,0.3065893064979799,0.07462213496898522,2,1.1399999999999997,-18.448885416666666,-8.445,0.928333333333333,1.3671848907940056,0.11174340193596677,2.677742232107748,-14.166666666666666,-0.4204285097212729,-2.205,-0.16666666666666666,-1.6666666666666667,0.0,0.0,0.0032029847304025916,-1.4166666666666667,-0.20727513227513228,-4.434119439688317,-17.260185594408817,-23.861404094835784,3.195910966479863,-130.01806488130717,4.985770738182552,-8.356213753534348,51.7502475,77.81460499999997,12.371715166666668,-0.3192279999999954,-1.7514329500000017,-4.8114343333333345,-2.312763024999999,-5.233535208333334,3.651541646666667,-4.294793841666667,0.1440489880000002,-2.2016649499999996,-0.5543784,-3.9625477416666666,-1.6574428175000002,-1.8678793000000002,-4.842649812083333,-0.8676757250000007,-5.405267225,-0.2284766333333339,-5.408829545833335,-0.36055797500000075,-3.219082785,-0.30044716666666726,-2.4388033924999997,0.28686670833333316,0.024711452833333335,-0.024349256833333333,-0.286795665,-0.001506170225,0.07579510250000002,0.001323524443249003,0.006338869304200717,0.18208569548893117,high,low
4,-0.25289551439259444,-0.14610360630352787,0.516020037678083,-0.7462823127170373,-0.6399569085544848,-0.9657971992218715,-0.3546854001512932,0.1597632493842291,0.55857852420967,0.8892995621411278,-0.42817441928883765,-0.293725228409004,0.0,0.0,0.3079117439185898,-0.21604040254759302,0.41030243956527673,-0.37851056095993574,-0.24651996249425756,0.530521985779782,-0.08351414135138918,0.1276160236975912,0.06377063651634383,-0.3392064401166794,-0.845374703387949,0.3280623176857124,-1.1285551153976208,-0.13424800667440015,-0.7862470551395976,-0.8102454557379616,-0.8049706072134722,-1.1209901235119275,-0.21073964439585308,-0.6036503335918023,-0.19248237556266012,-0.8473739483888773,-0.19713393678738853,-0.34888833019384424,0.20933832055536683,-0.33342553892871496,-0.04604407467078391,-0.6811806991252244,0.34454657774422376,-1.155321427664415,0.4946794382729614,-0.8353117051108617,-0.3010534700647782,-0.5888124769300989,0.45995363086380603,-1.1596736666051393,-0.6946161612849248,0.4719995355666175,0.1499887707860619,-0.6145920698305585,-0.8786929998201162,1.9262256341746051,1.6631842699614106,-2.0110551927562046,2,-0.29000000000000004,-3.120885416666667,5.195,-0.4716666666666669,-0.3573772867786253,-0.24417823124350646,-0.5603530059874904,2.833333333333334,0.15790482361206054,1.935,-0.16666666666666666,-0.6666666666666667,0.0,0.0,0.023241351048151504,-0.41666666666666674,0.12605820105820104,-5.178292772299599,-3.1985937540268594,10.81890208302352,-2.327849763780927,11.435530100153699,0.31600902728902724,-9.360030203591919,-36.847432500000025,14.502804999999995,-26.793130833333333,-0.7573109999999943,-6.971981150000001,-3.4684343333333345,-8.096303724999999,-4.467454208333335,-0.9411084133333334,-2.142822241666667,-0.9368614419999999,-2.2276025499999994,-0.6465304000000001,-1.1418323416666674,0.48541008250000006,-0.8984907,-0.14307392208333333,-1.4875037250000007,1.061442375,-2.532124033333334,1.1579082541666663,-1.669290375000001,-0.8093335850000001,-0.8485951666666676,1.0541040075,-1.9484190916666666,-0.00818620316666667,0.004417695166666666,0.028318785000000013,-0.001506170225,-0.039223961499999994,0.008951046221207803,0.034387069257281314,-4.907181811292791,low,high
5,-0.26161604937164923,0.6298984106734216,-0.6699817428563372,-0.3981930361140382,0.33427311184910286,1.4215301626724768,-0.5285181980114823,-0.40410704256010876,-0.5188661347969404,-0.4205214983768124,-0.42817441928883765,1.4686261420450197,0.0,0.0,-0.9278670422136714,0.8209535296808532,-0.20967186575896118,0.3126643075729002,0.3949532807156035,0.4729072399009239,-0.6608298113985219,-0.2673052922904695,-0.17551402308334924,0.1597569996417182,0.9058885927077436,-1.2021444621536876,1.3463887487912658,-1.4449195755547504,1.4181925675621954,0.7756151483803143,1.2315497764544272,0.5645860432886312,1.9052812668533532,0.3537416096495683,1.8170180879236884,0.7447130535265121,0.8023859732661246,1.4684972384971646,0.48281706942885194,1.4943319891841251,1.0286008677031842,0.5754143459395379,0.5049018071107813,1.4773231816681953,0.37551457866704935,1.1330183782492445,1.3558122372895856,0.7583236915673391,0.9003565021224809,0.5096585527506454,0.1873581598504923,0.1509841555817484,0.007846597729669176,1.7687963309349226,-0.2457066194046342,0.1135468670193411,-0.18625051615522276,0.03616460024374957,2,-0.2999999999999998,13.455114583333334,-6.744999999999999,-0.2516666666666672,0.18667134639661376,0.3593991793104374,-0.8349843575419185,-7.166666666666666,-0.14667850972127294,-0.915,-0.16666666666666666,3.333333333333333,0.0,0.0,-0.07003592451413476,1.5833333333333333,-0.06441798941798949,4.27746935238666,5.124514396511696,9.643968129465579,-18.4197849067373,-23.95293026181119,-0.8697422315353265,4.408319433343735,39.48505749999998,-53.143765000000016,31.964739166666668,-8.150984999999999,12.575706049999999,3.3201916666666644,12.386788975000002,2.2500307916666653,8.508490346666667,1.2557027583333333,8.843896388,1.9577244500000015,2.6315454999999996,4.8060582583333336,1.1195478825,4.026816299999999,3.1961975879166666,1.2565402749999999,1.555447675,3.2378569666666657,0.8789761541666663,2.2642286249999986,3.6448820150000003,1.0928943333333327,2.0634023375,0.8562999083333338,0.002208056833333333,0.0014131411666666732,0.0014814850000000046,0.004334758775,-0.010968093499999998,0.0005276449637734021,-0.0038508116712663853,0.08824534958962538,high,medium
6,0.706363333303453,-0.6179967247354565,-0.4971473125272006,-0.14503719858458375,0.038675568174347176,-0.802222788271752,0.0873873374986276,-0.5732681301434102,0.7201215264355584,-0.2274952368268001,-0.42817441928883765,-0.73431307102251,0.0,0.0,0.07198318202236312,-0.7345373686618162,-0.6746525947521393,0.2172317371228088,0.05916516537733983,0.6772028127635307,2.753430725609471,-0.047710289740002076,0.33997850313258926,0.0799564629402949,-0.8708074570457155,1.0567344210498835,-0.8554606007396146,-0.16239022044336446,-0.7259731951873007,-1.4875996532912816,-0.767059196500582,-0.9584386164292191,0.10011764424932316,-1.4816753925427424,-0.40540791679706417,-1.132408520453716,-0.2749131713925627,-1.0372858242283005,-0.34161506687924253,-1.1540652369904758,-1.133996661036898,-0.6407509513720423,-0.17406828653847747,-1.2632491248207502,0.14948810174738483,-1.0129539506225576,-0.5609747717984411,-1.3806018532190967,0.4844745510495549,-1.2409184743519126,0.1346421236447595,-0.20019469559246014,-0.35004334076967647,-0.6145920698305585,0.8518808071760428,-0.18814412155156085,-1.3915894964683195,1.383096047933292,2,0.8099999999999996,-13.200885416666667,-5.005,-0.09166666666666701,0.021597969228881575,-0.20282243690627005,0.13805969242520844,-10.166666666666666,0.20357149027872717,-0.4949999999999999,-0.16666666666666666,-1.6666666666666667,0.0,0.0,0.005433330933252933,-1.4166666666666667,-0.20727513227513228,2.9718841434815175,0.767667358526122,13.810155126498362,76.74835615238635,-4.275266056727531,1.684729554903754,2.2063110235646093,-37.95597250000003,46.715554999999995,-20.309568833333334,-0.9160649999999961,-6.4375076500000015,-6.367998333333334,-7.7149950249999995,-3.819641708333334,0.4470993466666666,-5.259612741666667,-1.9732250519999999,-2.9769101499999993,-0.9016191,-3.394801141666667,-0.7921311174999999,-3.1098904000000003,-3.5236966120833335,-1.3992167250000005,-0.5362510250000003,-2.7686697333333337,0.34991045416666644,-2.0242913750000007,-1.508089985,-1.9897201666666673,1.1103001075,-2.0849220916666664,0.0015867868333333326,-0.001873728833333338,-0.06609029499999997,-0.001506170225,0.038027092500000005,-0.000874293591767196,-0.028771727376829787,3.374896817420156,high,low
7,-1.255757036983917,-0.760313696960959,-0.8428161731854737,0.32962999678314253,0.8730087763776525,-0.19995712838525181,2.197279949009612,-0.6296551593378439,-0.2402928919074062,-0.3653711379339517,-0.42817441928883765,-0.293725228409004,0.0,0.0,-0.9508653567532178,-0.21604040254759302,0.9527799567239849,2.7022558655160593,2.2106205534205716,-1.8676811108597662,-1.428887469281953,0.08664880948648676,1.0156508308962955,2.9843809864110247,0.1637181035595796,0.48060712586535204,0.3186226296325992,0.7373951712358687,-0.3744850548712489,-0.09032926425126894,-0.31748436814377085,0.418553972297441,-0.49787581958529326,-0.3403251169212893,-0.6850917086317142,0.7059745358398272,-0.08163431010198606,0.7475410559219132,1.0361007355606948,0.16310310840895031,-0.12120512670559559,0.09115904781754734,-0.32120947787923726,-0.12934815660369597,-1.0789109542567237,0.31072644946707906,-1.8252153822467483,1.3015447355674088,-2.027966549239795,1.397686626886338,-0.13563135718589212,0.31526372185252777,-0.19688430584320185,-0.6145920698305585,-0.222917815952591,-0.7277170562901559,-0.33120752002127474,-0.09394784111914328,2,-1.44,-16.240885416666668,-8.485,0.20833333333333282,0.48752268108253494,-0.05055427575579963,3.4713930257585424,-11.166666666666666,-0.06792850972127285,-0.7949999999999999,-0.16666666666666666,-0.6666666666666667,0.0,0.0,-0.07177185018857324,-0.41666666666666674,0.2927248677248677,36.968775671194905,28.682776936813582,-38.08750551780518,-39.82840874627746,7.764503549908881,5.032956367850787,82.35072471567463,7.135997499999974,21.246424999999988,7.5644491666666696,4.159745000000001,-3.3207154500000016,-0.38667433333333356,-3.193222024999999,1.6680527916666659,-2.2233838533333334,-1.2080772416666665,-3.334518312,1.85588745,-0.2677320000000001,2.446532258333333,2.4024924925,0.4395183000000005,-0.37662376708333334,0.1990652749999997,-0.9895479250000001,-0.2834930333333334,-2.5254332458333333,0.6209570249999992,-4.906796485,1.8757832333333324,-4.6476155925,2.348315208333333,-0.0015984451666666705,0.00295072116666667,-0.03717294499999996,-0.001506170225,-0.009950824499999997,-0.003381654200446598,-0.006847861740400085,-0.22924240906498738,high,low
8,0.7586865431777834,0.16699373259257716,1.205371156347168,-0.556415434569945,-1.0208187518266456,-0.39173123406525684,-1.0245299978041817,-0.06578486739350604,1.4917883598003079,1.0409630533589946,2.1408720964441885,-0.293725228409004,0.0,0.0,1.385391940254583,-0.21604040254759302,-0.6746525947521393,-0.0963176090321566,-0.2018015459298629,0.5040977965840556,-0.32647078721913475,-0.12991042685866694,0.19849447197156886,-0.2192510283961837,-0.6952972753410944,0.7993828908055014,-0.5780874286400722,0.4144980396143002,-0.22511118680230932,-0.3754889703509325,-0.25803152517431566,0.20399739997645283,0.7057175521824908,-0.5009288637189466,0.3641118007507855,-0.3950468535595669,0.48249404475461294,-0.667835097469061,0.17508884173994138,-0.7520065040330112,-0.425871239038626,-0.47486671681679216,0.15491040811619958,-0.9201562743932746,0.49412824139793865,-0.9160183531096874,-0.3283462400988883,-0.9880595851613891,0.05760246406138178,-0.8636358189433369,0.2721691464492484,-0.07324177851870366,-0.18667578678151991,-0.6145920698305585,0.638443818869389,-0.4047732192926265,-1.044924477064434,1.518630294762926,2,0.8700000000000001,3.567114583333332,12.135,-0.3516666666666659,-0.5700656262069081,-0.09903967409923736,-1.6186131815661013,-1.166666666666666,0.42171434742158426,2.265,0.8333333333333334,-0.6666666666666667,0.0,0.0,0.10457016030947353,-0.41666666666666674,-0.20727513227513228,-1.317693164046716,-2.6183727996440034,10.280035225108755,-9.099955200542746,-11.641129018300092,0.9836195533959966,-6.049991996764447,-30.305992500000002,35.33869499999997,-13.724426833333332,2.3382390000000015,-1.996154950000001,-1.6073633333333337,-2.595252024999999,0.8129857916666658,3.1515509466666667,-1.7781842416666667,1.772226188,-1.038511249999999,1.5824118,-2.185672741666667,0.40599298249999993,-2.026452,-1.3233205120833333,-1.036973025,0.47723147499999996,-2.0167113333333333,1.1566180541666664,-1.8305748750000008,-0.882705785,-1.4239891666666669,0.1320111075000001,-1.451032791666666,0.0032075728333333317,-0.0006855088333333342,-0.035245515000000005,-0.001506170225,0.0284994825,-0.0018809550297298958,-0.021604275010535592,3.7056143398657344,low,high
9,0.5232320987432985,-0.6110066908816999,-0.5368793654764273,-0.5564154345699478,0.853757710342763,1.5462024568084072,0.038643943833357265,-0.7988162469211453,-0.6382546674638832,-0.9030871522518429,-0.42817441928883765,-0.73431307102251,0.0,0.0,-1.5251448947306347,-0.21604040254759302,2.580212508200109,-1.340511949650544,-1.0312330123075273,0.3940089805723161,0.1323609327117617,-0.5029940036846354,-1.6033342667747474,-0.9264498834331433,1.5321213412181125,-1.4352675078237533,1.7113479510152494,1.0003635726206022,1.7113573932081634,1.8653452531038712,2.4615737876666377,2.4912800593703057,-1.934918978222228,1.1237458472324346,-1.8961550885638296,2.403595154827762,-1.8774123757025962,1.8831422379783047,-2.4664535157577716,1.3808425578613568,0.4148695189340849,2.5268646267638912,-1.7673339999840014,1.7912664007165944,-0.3609692918907582,0.6036374710264566,1.587454620793535,1.9430345344191533,-1.2207882162417143,1.9380152190546667,1.679764613364414,-1.2562297712454695,-1.0491429246206438,1.6539352815787887,1.7276984838453744,0.7180611910509036,-0.627988667922657,0.0648906580575385,2,0.5999999999999996,-13.051572916666668,-5.404999999999999,-0.3516666666666677,0.4767721232634389,0.3909195236350105,0.06105199165513131,-14.166666666666666,-0.18042850972127283,-1.9649999999999999,-0.16666666666666666,-1.6666666666666667,0.0,0.0,-0.11511879165967309,-0.41666666666666674,0.7927248677248677,-18.33915366179545,-13.380236791939296,8.03500080091545,3.689391532512863,-45.072733836017804,-7.9451630051206905,-25.56436985119032,66.78072749999995,-63.449545000000015,40.62926916666667,5.643185000000003,15.175321049999999,7.9850216666666665,24.758231975,9.928436791666664,-8.640844653333334,3.9890437583333327,-9.229076612,6.31864445,-6.1572563,6.163097258333334,-5.7191698175,3.720993300000001,1.2891345879166667,5.517949274999999,-5.4446142250000005,3.9259279666666664,-0.8449296458333335,1.2063116249999988,4.267615115,2.8002968333333333,-2.7977553925,3.2561452083333338,0.019796392833333336,-0.01175772383333333,-0.19808451499999996,0.004053270775,0.0771227025,0.0033367840177801027,-0.012983943034252793,0.15833988947183286,medium,medium
10,-0.15696962962298938,0.463612264178361,1.9086284935484827,2.4498101360923266,-0.677157297377969,1.513530326586149,-1.023322041592376,0.3853113661619642,-1.3569977530143689,-0.8065740214768369,-0.42817441928883765,0.14686261420450195,0.0,0.0,-1.013971740025703,-0.7345373686618162,-0.6746525947521393,-0.671036714043394,0.65679851504448,0.5364643061678446,-0.23006056808014266,1.7297836715355455,-1.2118107506925166,-0.3520233986205239,0.8281899174207793,-1.4164772444621492,0.7784879970415638,-2.199321965437042,1.6783168840262042,-0.09200071184942323,0.7697077596579663,-0.0024315028940136694,0.97922699518659,0.8457318079978707,1.5480428421902657,0.051841473135595985,2.3022573190676057,0.19495859902373,1.5386554918807602,0.7568731571271099,0.7810651240852449,0.21198302865207916,1.5122436541372253,-0.21321572975086137,1.5834838271049887,0.5365124101402184,0.6852588789835725,0.19490791598121104,1.5693004531143926,0.04562715755601843,-1.1372262022564366,0.9122235358719004,2.135010072733988,1.4534176966058912,-0.8112268563986196,-0.2625342829558553,-0.4053119735576125,0.04761645887282783,2,-0.17999999999999972,9.903114583333334,19.215000000000003,1.5483333333333362,-0.3781514574253272,0.38265917355835244,-1.6167047807858668,6.833333333333334,-0.383610327903091,-1.755,-0.16666666666666666,0.33333333333333326,0.0,0.0,-0.07653515537579858,-1.4166666666666667,-0.20727513227513228,-9.180257896810389,8.521953381054594,10.940083455610571,-6.412643779780149,155.00399298973363,-6.005007280844424,-9.713700135898932,36.098397499999976,-62.61887500000002,18.482155166666665,-12.406669999999995,14.882337049999999,-0.3938293333333345,7.741633974999999,-0.009690208333333672,4.372972946666667,3.0021567583333333,7.534724388,0.1362824500000004,7.550599200000001,0.638055258333333,3.5678077825,2.0395662999999997,2.4270234879166663,0.4629102749999996,4.658759075,-0.4673060333333332,3.7064993041666665,1.0721686249999989,1.842207715,0.28090083333333293,3.5964623075000004,0.0766602083333332,-0.013402459166666672,0.008537986166666664,0.403102785,0.003561865775,-0.036212341499999995,-0.0012199798713593973,-0.008380004042398984,0.11618906419901442,high,medium
